Date,,2B76.DE,2B77.DE,2B78.DE,AASI.PA,AGGH.AS,CEUU.AS,CNDX.AS,CSPX.AS,DTLA.L,EACW.MI,EMIM.AS,ESP0.DE,EUEA.AS,EUNY.DE,EX37.VI,GMVM.DE,H2OA.AS,IBC0.F,IBC9.F,IBTA.L,IEAC.AS,IEVD.DE,IGILN.MX,IGLN.L,IPRP.AS,IPRV.AS,IQQH.DE,IS3R.DE,ISFA.AS,ISPY.AS,IUFS.L,IUS7.F,IUSA.AS,IWDP.AS,LEER.F,LQDAN.MX,NAN,QBIT.SW,QDVE.DE,SBIO.AS,SXR1.DE,UC15.L,UEF5.AS,UIMM.AS,VHYL.AS,WDSC.L,XMK9.DE
2007-02-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.699999809265137,,,,,,,,,,
2007-03-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4399995803833,,,,,,,,,,
2007-04-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.449999809265137,,,,,,,,,,
2007-05-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.199999809265137,,,,,,,,,,
2007-06-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.819999694824219,,,,,,,,,,
2007-07-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.520000457763672,,,,,,,,,,
2007-08-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.489999771118164,,,,,,,,,,
2007-09-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.329999923706055,,,,,,,,,,
2007-10-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.850000381469727,,,,,,,,,,
2007-11-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.449999809265137,,,,,,,,,,
2007-12-01,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.520000457763672,,,,,,,,,,
2008-01-01,Close,,,,,,,,,,,,,37.9906005859375,,,,,,,,,,,,27.608200073242188,,17.40999984741211,,5.861690044403076,,,,13.76710033416748,,,,14.029999732971191,,,,,,,,,,
2008-02-01,Close,,,,,,,,,,,,,37.31639862060547,,,,,,,,,,,,28.862499237060547,20.015600204467773,17.5,,5.863059997558594,,,,13.26669979095459,22.99880027770996,,,13.130000114440918,,,,,,,,,,
2008-03-01,Close,,,,,,,,,,,,,36.36090087890625,,,,,,,,,,,,28.5408992767334,19.515499114990234,16.93000030517578,,5.73183012008667,,,,13.204000473022461,23.259199142456055,,,13.319999694824219,,,,,,,,,,
2008-04-01,Close,,,,,,,,,,,,,38.48030090332031,,,,,,,,,,,,28.526599884033203,19.86319923400879,19.010000228881836,,6.133130073547363,,,,13.83810043334961,24.2406005859375,,,13.40999984741211,,,,,,,,,,
2008-05-01,Close,,,,,,,,,,,,,38.645999908447266,,,,,,,,,,,,27.445100784301758,19.933799743652344,19.239999771118164,,6.040060043334961,,,,13.961299896240234,23.728099822998047,,,13.520000457763672,,,,,,,,,,
2008-06-01,Close,,,,,,,,,,,,,34.34299850463867,,,,,,,,,,,,24.063800811767578,17.170900344848633,18.34000015258789,,5.630859851837158,,,,12.77649974822998,21.12339973449707,,,12.899999618530273,,,,,,,,,,
2008-07-01,Close,,,,,,,,,,,,,33.64400100708008,,,,,,,,,,,,24.163000106811523,17.650100708007812,18.1299991607666,,5.420450210571289,,,,12.663900375366211,21.177600860595703,,,12.729999542236328,,,,,,,,,,
2008-08-01,Close,,,,,,,,,,,,,33.666900634765625,,,,,,,,,,,,24.195899963378906,17.12529945373535,19.34000015258789,,5.627029895782471,,,,12.789899826049805,20.820899963378906,,,12.880000114440918,,,,,,,,,,
2008-09-01,Close,,,,,,,,,,,,,30.434499740600586,,,,,,,,,,,,22.696800231933594,15.555000305175781,13.880000114440918,,4.9015398025512695,,,,11.643699645996094,19.249000549316406,,,11.359999656677246,,,,,,,,,,
2008-10-01,Close,,,,,,,,,,,,,25.865100860595703,,,,,,,,,,,,17.975500106811523,10.528300285339355,9.540010452270508,,4.383029937744141,,,,9.683300018310547,13.456999778747559,,,10.460000038146973,,,,,,,,,,
2008-11-01,Close,,,,,,,,,,,,,24.368200302124023,,,,,,,,,,,,15.916899681091309,7.798130035400391,8.530010223388672,,4.276269912719727,,,,8.929800033569336,11.401100158691406,,,9.40999984741211,,,,,,,,,,
2008-12-01,Close,,,,,,,,,,,,,24.547100067138672,,,,,,,,,,,,16.916799545288086,7.421500205993652,8.65999984741211,,4.4273600578308105,,,,9.0177001953125,12.554400444030762,,,9.449999809265137,,,,,,,,,,
2009-01-01,Close,,,,,,,,,,,,,22.149999618530273,,,,,,,,,,,,16.649999618530273,6.114920139312744,8.260000228881836,,4.650000095367432,,,,6.53000020980835,8.510000228881836,,,11.59000015258789,,,,,,,,,,
2009-02-01,Close,,,,,,,,,,,,,19.75,,,,,,,,,,,,15.470000267028809,4.0,6.920000076293945,,4.2729997634887695,,,,5.822000026702881,7.349999904632568,,,11.420000076293945,,,,,,,,,,
2009-03-01,Close,,,,,,,,,,,,,20.645000457763672,,,,,,,,,,,,15.170000076293945,4.829999923706055,7.39900016784668,,4.144999980926514,,,,5.994999885559082,7.28000020980835,,,11.100000381469727,,,,,,,,,,
2009-04-01,Close,,,,,,,,,,,,,24.059999465942383,,,,,,,,,,,,17.270000457763672,5.519999980926514,8.970000267028809,,4.7870001792907715,,,,6.666999816894531,8.369999885559082,,,12.010000228881836,,,,,,,,,,
2009-05-01,Close,,,,,,,,,,,,,25.0,,,,,,,,,,,,17.385000228881836,6.559999942779541,9.600000381469727,,5.098999977111816,,,,6.394000053405762,8.979999542236328,,,12.140000343322754,,,,,,,,,,
2009-06-01,Close,,,,,,,,,,,,,24.4950008392334,,,,,,,,107.61000061035156,,,,16.799999237060547,6.760000228881836,9.180000305175781,,5.013000011444092,,,,6.493000030517578,8.880000114440918,,,11.960000038146973,,,,,,,,,,
2009-07-01,Close,,,,,,,,,,,,,26.389999389648438,,,,,,,,111.44999694824219,,,,18.69499969482422,7.460000038146973,9.350000381469727,,5.40500020980835,,,,6.947999954223633,9.649999618530273,,,12.75,,,,,,,,,,
2009-08-01,Close,,,,,,,,,,,,,27.809999465942383,,,,,,,,112.45999908447266,,,,21.190000534057617,7.820000171661377,8.380000114440918,,5.519000053405762,,,,7.081999778747559,10.399999618530273,,,12.84000015258789,,,,,,,,,,
2009-09-01,Close,,,,,,,,,,,,,28.704999923706055,,,,,,,,113.8499984741211,,,,22.1200008392334,8.399999618530273,9.0600004196167,,5.61299991607666,,,,7.166999816894531,10.899999618530273,,,13.380000114440918,,,,,,,,,,
2009-10-01,Close,,,,,,,,,,,,,27.510000228881836,,,,,,,,114.77999877929688,,,,22.360000610351562,7.670000076293945,7.96999979019165,,5.631999969482422,,,,7.067999839782715,10.479999542236328,,,13.0,,,,,,,,,,
2009-11-01,Close,,,,,,,,,,,,,28.235000610351562,,,,,,,,115.63999938964844,,,,21.815000534057617,7.559999942779541,8.020000457763672,,5.677999973297119,,,,7.232999801635742,10.5,,,13.0,,,,,,,,,,
2009-12-01,Close,,,,,,,,,,,,,29.850000381469727,,,,,,,,113.1500015258789,,,,22.59000015258789,8.25,8.819999694824219,,6.076000213623047,,,,7.821000099182129,11.6899995803833,,,12.9399995803833,,,,,,,,,,
2010-01-01,Close,,,,,,,,,,,,,27.825000762939453,,,,,,,,114.93000030517578,,,,22.604999542236328,8.8100004196167,8.145000457763672,,5.985000133514404,,,,7.809000015258789,11.329999923706055,,,13.140000343322754,,,,,,,,,,
2010-02-01,Close,,,,,,,,,,,,,27.344999313354492,,,,,,,,115.62000274658203,,,,22.540000915527344,8.979999542236328,7.53000020980835,,5.97599983215332,,,73.9000015258789,8.060999870300293,11.859999656677246,,,13.279999732971191,,,,,,,,,,
2010-03-01,Close,,,,,,,,,,,,,29.3799991607666,,,,,,,,116.76000213623047,,,,24.040000915527344,9.960000038146973,8.045000076293945,,6.400000095367432,,,76.30999755859375,8.654000282287598,12.869999885559082,,,13.479999542236328,,,,,,,,,,
2010-04-01,Close,,,,,,,,,,,,,28.260000228881836,,,,,,,,117.23999786376953,,,,22.670000076293945,10.479999542236328,8.109999656677246,,6.432000160217285,,,78.4000015258789,9.029999732971191,13.359999656677246,,,13.619999885559082,,,,,,,,,,
2010-05-01,Close,,,,,,,,,,,,,26.59000015258789,,,,,,,,115.23999786376953,,,,21.149999618530273,9.680000305175781,7.119999885559082,,6.116000175476074,,,81.76000213623047,8.876999855041504,13.229999542236328,,,13.609999656677246,,,,,,,,,,
2010-06-01,Close,,,,,,,,89.08769989013672,,,,,25.844999313354492,,,,,,,,115.23999786376953,,,,21.985000610351562,9.199999809265137,6.947999954223633,,6.014999866485596,,,84.0,8.486000061035156,13.050000190734863,,,13.569999694824219,,,,81.62999725341797,,,,,,
2010-07-01,Close,,,,,,,,93.76000213623047,,,,,27.459999084472656,,,,,,,,116.55999755859375,,,,23.80500030517578,9.5649995803833,7.1479997634887695,,6.34499979019165,,,81.91999816894531,8.404999732971191,13.270000457763672,,,14.029999732971191,,,,88.66999816894531,,,,,,
2010-08-01,Close,,,,,,,,89.58000183105469,,,,,26.299999237060547,,,,,,,,118.5199966430664,,,,23.700000762939453,9.234999656677246,7.0329999923706055,,6.300000190734863,,,85.9000015258789,8.253999710083008,13.59000015258789,,,14.359999656677246,,,,88.12999725341797,,,,,,
2010-09-01,Close,,,,,,,,97.41000366210938,,,,,27.815000534057617,,,,,,,,118.23999786376953,,,,26.145000457763672,9.729999542236328,7.224999904632568,,6.409999847412109,,,80.94999694824219,8.37600040435791,13.729999542236328,,,14.430000305175781,,,,98.38999938964844,,,,,,
2010-10-01,Close,,,,,,,,101.08000183105469,,,,,28.510000228881836,,,,,,,,118.08999633789062,,,,26.915000915527344,10.024999618530273,6.978000164031982,,6.534999847412109,,,80.2300033569336,8.47599983215332,13.84000015258789,,,14.359999656677246,,,,101.29000091552734,,,,,,
2010-11-01,Close,,,,,,,,100.91999816894531,,,,,26.649999618530273,,,,,,,,116.61000061035156,,,,24.469999313354492,10.470000267028809,6.513000011444092,,6.59499979019165,,,81.86000061035156,9.017999649047852,14.149999618530273,,,13.670000076293945,,,,76.01000213623047,,,,,,
2010-12-01,Close,,,,,,,,107.60179901123047,,,,,27.940000534057617,,,,,,,,113.80999755859375,,,,26.655000686645508,11.119999885559082,6.833000183105469,,6.849999904632568,,,79.79000091552734,9.371000289916992,14.600000381469727,,,12.899999618530273,,,,80.55999755859375,,,,,,
2011-01-01,Close,,,,,,,,109.55000305175781,,,,,29.670000076293945,,,,,,,,113.72000122070312,,,,26.344999313354492,10.994999885559082,6.8979997634887695,,6.85099983215332,,,76.38999938964844,9.347999572753906,14.40999984741211,,,12.699999809265137,,,,76.98999786376953,,,,,,
2011-02-01,Close,,,,,,,,113.27999877929688,,,,,30.260000228881836,,,,,,,,114.58000183105469,,,,27.010000228881836,11.6899995803833,7.15500020980835,,7.050000190734863,,,75.30999755859375,9.571000099182129,14.6899995803833,,,12.770000457763672,,,,77.7699966430664,,,,,,
2011-03-01,Close,,,,,,,,113.9800033569336,,,,,29.2549991607666,,,,,,,,114.16999816894531,,,,27.530000686645508,11.125,7.59499979019165,,6.811999797821045,,,74.3499984741211,9.326000213623047,14.289999961853027,,,12.829999923706055,,,,77.30000305175781,,,,,,
2011-04-01,Close,,,,,,,,116.91000366210938,,,,,30.290000915527344,,,,,,,,114.8499984741211,,,,28.110000610351562,10.9350004196167,7.063000202178955,,6.860000133514404,,,71.5999984741211,9.154999732971191,14.220000267028809,,,12.859999656677246,,,,77.66999816894531,,,,,,
2011-05-01,Close,,,,18.049999237060547,,,,115.12999725341797,,,,,29.375,,,,,,,,116.08999633789062,,,30.739999771118164,28.44499969482422,10.744999885559082,6.7230000495910645,,6.827000141143799,,,74.47000122070312,9.272000312805176,14.75,,,13.25,,,,77.44999694824219,,,,,,
2011-06-01,Close,,,,17.5,,,,113.68000030517578,,,,,29.344999313354492,,,,,,,,113.62999725341797,,,30.1299991607666,27.905000686645508,10.300000190734863,6.505000114440918,,6.5879998207092285,,,74.41000366210938,9.071000099182129,14.260000228881836,,,13.420000076293945,,,,75.79000091552734,,,,,,
2011-07-01,Close,,,,17.780000686645508,,,,112.33999633789062,,,,,26.790000915527344,,,,,,,,114.68000030517578,,,32.52000045776367,27.075000762939453,9.925000190734863,5.90500020980835,,6.6570000648498535,,,75.95999908447266,9.013999938964844,14.289999961853027,,,13.199999809265137,,,,77.0999984741211,,,,,,
2011-08-01,Close,,,,15.880000114440918,,,,106.33999633789062,,,,,23.139999389648438,,,,,,,,111.68000030517578,,,36.529998779296875,25.290000915527344,8.729999542236328,5.349999904632568,,6.074999809265137,,,76.20999908447266,8.4399995803833,13.529999732971191,,,13.539999961853027,,,,70.33999633789062,,,,,,
2011-09-01,Close,,,,14.869999885559082,,,,99.25,,,,,21.90999984741211,,,,,,,,111.25,,,32.400001525878906,22.975000381469727,8.270000457763672,4.079999923706055,,5.913000106811523,,,77.61000061035156,8.529000282287598,12.760000228881836,,,13.699999809265137,,,,64.98999786376953,,,,,,
2011-10-01,Close,,,,16.020000457763672,,,,109.69000244140625,,,,,23.950000762939453,,,,,,,,113.5999984741211,,,34.41999816894531,24.125,8.869999885559082,4.019999980926514,,6.4070000648498535,,,77.91000366210938,9.057000160217285,13.710000038146973,,,13.489999771118164,,,,71.5999984741211,,,,,,
2011-11-01,Close,,,,15.1899995803833,,,,107.37999725341797,,,,,23.459999084472656,,,,,,,,110.69999694824219,,,34.810001373291016,22.46500015258789,8.524999618530273,3.9079999923706055,,6.414000034332275,,,79.9000015258789,9.154999732971191,13.470000267028809,,,13.699999809265137,,,,71.94999694824219,,,,,,
2011-12-01,Close,,,,15.84000015258789,,,,109.77999877929688,,,,,23.399999618530273,26.191640853881836,,,,,,,111.33000183105469,,,31.350000381469727,22.520000457763672,8.880000114440918,3.799999952316284,,6.63700008392334,,,83.56999969482422,9.694999694824219,14.350000381469727,,,14.239999771118164,,,,71.48999786376953,,,,,,
2012-01-01,Close,,,,17.3700008392334,,,,113.9800033569336,,,,,24.325000762939453,28.8514404296875,,,,,,,114.45999908447266,,,34.650001525878906,23.3799991607666,9.595000267028809,4.138000011444092,,6.829999923706055,,,81.66000366210938,9.987000465393066,14.880000114440918,,,14.829999923706055,,,,77.16999816894531,,,,,,
2012-02-01,Close,,,,17.969999313354492,,,,119.23999786376953,,,,,25.290000915527344,31.01445960998535,,,,,,,116.66999816894531,,,34.220001220703125,23.420000076293945,9.805000305175781,4.159999847412109,,6.982999801635742,,,83.41600036621094,10.180000305175781,14.979999542236328,,,14.960000038146973,,,,78.70999908447266,,,,,,
2012-03-01,Close,,,,17.469999313354492,,,,122.62000274658203,,,,,24.989999771118164,30.37540054321289,,,,,,,117.48999786376953,,,33.209999084472656,24.549999237060547,10.079999923706055,3.984999895095825,,6.928999900817871,,,83.41999816894531,10.529999732971191,15.119999885559082,,,14.430000305175781,,,,77.30999755859375,,,,,,
2012-04-01,Close,,,,17.540000915527344,,,,122.12000274658203,,,,,23.299999237060547,29.77865982055664,,,,,,,117.0,,,33.099998474121094,24.010000228881836,9.755000114440918,3.684999942779541,,7.086999893188477,,,85.0999984741211,10.520999908447266,15.550000190734863,,,14.649999618530273,,,,78.7699966430664,,,,,,
2012-05-01,Close,,,,16.979999542236328,,,,113.80000305175781,,,,,21.75,26.541160583496094,,,,,,,117.48999786376953,,,31.209999084472656,23.264999389648438,9.510000228881836,3.2780001163482666,,6.620999813079834,,,87.9800033569336,10.517999649047852,15.600000381469727,,,14.65999984741211,,,,74.29000091552734,,,,,,
2012-06-01,Close,,,,16.959999084472656,,,,118.58000183105469,,,,,23.364999771118164,22.049999237060547,,,,,,,115.66999816894531,,,31.8700008392334,24.225000381469727,10.005000114440918,3.3429999351501465,,6.900000095367432,,,89.91999816894531,10.668000221252441,16.170000076293945,,,15.069999694824219,,,,77.5999984741211,,,,,,9.511099815368652
2012-07-01,Close,,,,17.809999465942383,,,,121.44999694824219,,,,,23.40999984741211,22.90999984741211,,,,,,,118.23999786376953,,,32.279998779296875,25.739999771118164,10.585000038146973,3.0230000019073486,,7.185999870300293,,,95.18000030517578,11.223999977111816,17.1200008392334,,,15.5,,,,84.58999633789062,,,,,,9.081600189208984
2012-08-01,Close,,,,17.270000457763672,,,,123.98999786376953,,,,,24.514999389648438,22.450000762939453,,,,,,,119.26000213623047,,,33.40999984741211,25.1200008392334,10.595000267028809,3.138000011444092,,7.184000015258789,,,93.31999969482422,11.161999702453613,16.860000610351562,,,15.770000457763672,,,,83.55000305175781,,,,,,9.031999588012695
2012-09-01,Close,,,,18.139999389648438,,,,126.4800033569336,,,,,24.764999389648438,22.690000534057617,,,,,,,120.55000305175781,,,35.33000183105469,25.010000228881836,10.710000038146973,3.118000030517578,,7.2270002365112305,,,91.93000030517578,11.144000053405762,16.549999237060547,,,16.0,,,,83.7300033569336,,,,,,9.177200317382812
2012-10-01,Close,,,,17.920000076293945,,,,124.04000091552734,,,,,25.155000686645508,22.270000457763672,,,,,,,121.9000015258789,,,34.36000061035156,26.434999465942383,10.545000076293945,2.888000011444092,,7.2129998207092285,,,92.45999908447266,10.824000358581543,16.479999542236328,,,15.699999809265137,,,,84.56999969482422,,,,,,9.247300148010254
2012-11-01,Close,,,,18.350000381469727,,,,125.0999984741211,,,,,25.905000686645508,22.350000381469727,,,,,,,122.97000122070312,,,34.15999984741211,27.03499984741211,10.515000343322754,2.937999963760376,,7.210999965667725,,,93.02999877929688,10.812000274658203,16.549999237060547,,,16.219999313354492,,,,86.16999816894531,,,,,,9.779999732971191
2012-12-01,Close,,,,18.719999313354492,,,,126.12799835205078,,,,,26.454999923706055,23.360000610351562,,,,,,,122.12000274658203,,,33.060001373291016,27.09000015258789,14.290639877319336,3.1570000648498535,,7.216000080108643,,,91.83000183105469,10.536999702453613,16.6200008392334,,,15.289999961853027,,,,87.12000274658203,,,,,,10.630000114440918
2013-01-01,Close,,,,18.360000610351562,,,,132.52999877929688,,,,,27.21500015258789,22.510000228881836,,,,,,,120.41999816894531,,,33.119998931884766,26.575000762939453,11.404999732971191,3.118000030517578,,7.297999858856201,,,87.08000183105469,11.006999969482422,16.770000457763672,,,15.520000457763672,,,,89.05000305175781,,,,,,11.5649995803833
2013-02-01,Close,,,,19.040000915527344,,,,134.82000732421875,,,,,26.489999771118164,22.899999618530273,,,,,,,122.05000305175781,,,31.450000762939453,27.09000015258789,12.260000228881836,3.253000020980835,,7.34499979019165,,,89.9000015258789,11.562999725341797,17.450000762939453,,,15.470000267028809,,,,94.27999877929688,,,,,,12.051899909973145
2013-03-01,Close,,,,18.860000610351562,,,,139.30999755859375,,,,,26.3700008392334,22.729999542236328,,,,,80.56999969482422,,122.5999984741211,,,31.770000457763672,27.170000076293945,16.155439376831055,3.3429999351501465,,7.589000225067139,,,90.13999938964844,12.17199993133545,23.104209899902344,,,15.09000015258789,,,,96.27999877929688,,,,,,12.989999771118164
2013-04-01,Close,,,,18.690000534057617,,,,141.36000061035156,,,,,27.395000457763672,22.6299991607666,,,,,80.80000305175781,,124.16999816894531,,,29.200000762939453,28.59000015258789,12.600000381469727,3.690000057220459,,7.611999988555908,,,90.94000244140625,12.067999839782715,18.450000762939453,,,15.289999961853027,,,,96.83000183105469,,,,,,14.369999885559082
2013-05-01,Close,,,,18.829999923706055,,,,147.1699981689453,,,,,28.329999923706055,21.969999313354492,,,,,80.7300033569336,,123.83999633789062,,,27.709999084472656,27.9950008392334,12.574999809265137,4.019999980926514,,7.664000034332275,,,87.4800033569336,12.708999633789062,17.6299991607666,,,14.359999656677246,,,,89.38999938964844,,,,,,14.005000114440918
2013-06-01,Close,,,,17.670000076293945,,,,143.44000244140625,,,,,26.674999237060547,20.40999984741211,,,,,78.37000274658203,,120.16000366210938,,,24.149999618530273,25.9950008392334,12.260000228881836,3.9010000228881836,,7.271999835968018,,,82.0999984741211,12.354999542236328,16.90999984741211,,,13.930000305175781,,,,83.80000305175781,57.25,,,36.150001525878906,,14.21500015258789
2013-07-01,Close,,,,17.510000228881836,,,,151.3300018310547,,,,,27.815000534057617,20.1200008392334,,,,,79.11000061035156,,121.2699966430664,,,25.959999084472656,26.96500015258789,12.75,4.065000057220459,,7.5960001945495605,,,81.27999877929688,12.729999542236328,16.559999465942383,,,12.989999771118164,,,,85.05000305175781,58.095001220703125,,,37.06999969482422,,14.039999961853027
2013-08-01,Close,,,,17.40999984741211,,,,146.32000732421875,,,,,27.3799991607666,19.3700008392334,,,,,76.62999725341797,,120.87000274658203,,,27.860000610351562,25.864999771118164,12.494999885559082,3.930000066757202,,7.506999969482422,,,79.2300033569336,12.300999641418457,15.819999694824219,,,12.630000114440918,,,,84.69000244140625,58.80500030517578,,,36.220001220703125,,13.59000015258789
2013-09-01,Close,,,,17.829999923706055,,,,150.47000122070312,,,,,29.125,20.329999923706055,,,,,76.5,,121.80999755859375,,,26.43000030517578,26.8700008392334,13.210000038146973,4.380000114440918,,7.709000110626221,,,79.52999877929688,12.38599967956543,16.200000762939453,,,12.90999984741211,,,,89.19000244140625,55.3650016784668,,,37.0,,14.75
2013-10-01,Close,,,,18.600000381469727,,,,157.9600067138672,,,,,30.825000762939453,21.170000076293945,,,,,77.91000366210938,,123.2300033569336,,,26.260000228881836,27.78499984741211,13.135000228881836,4.482999801635742,,7.927000045776367,,,80.95999908447266,12.944999694824219,16.5,,,12.890000343322754,,,,92.41000366210938,55.529998779296875,,,38.58000183105469,,14.845000267028809
2013-11-01,Close,,,,18.59000015258789,,,,162.8300018310547,,,,,31.079999923706055,20.34000015258789,,,,,78.11000061035156,,123.44000244140625,,,24.920000076293945,27.780000686645508,13.4350004196167,4.4679999351501465,,7.942999839782715,,,78.80999755859375,13.25,15.829999923706055,,,12.470000267028809,,,,90.0,53.95500183105469,,,38.650001525878906,,15.664999961853027
2013-12-01,Close,,,,18.1200008392334,,,,166.13429260253906,,,,,31.43000030517578,19.399999618530273,,,,,77.81999969482422,,121.5999984741211,,,23.860000610351562,27.399999618530273,13.4399995803833,4.4120001792907715,,8.130000114440918,,,78.1500015258789,13.335000038146973,15.579999923706055,,,12.699999809265137,,,,87.04000091552734,53.790000915527344,,,38.36000061035156,52.19499969482422,16.239999771118164
2014-01-01,Close,,,,17.6200008392334,,,,160.0800018310547,,,,,30.34000015258789,18.200000762939453,,,,,79.33000183105469,,123.02999877929688,,,24.639999389648438,27.084999084472656,13.600000381469727,4.494999885559082,,7.885000228881836,,,78.33999633789062,13.196000099182129,15.850000381469727,,,13.319999694824219,,,,84.04000091552734,52.75,,,37.34000015258789,51.16999816894531,14.739999771118164
2014-02-01,Close,,,,17.75,,,,167.97999572753906,,,,,31.645000457763672,18.479999542236328,,,,,77.73999786376953,,123.63999938964844,,,26.290000915527344,28.834999084472656,13.859999656677246,4.76800012588501,,8.204999923706055,,,79.5999984741211,13.456000328063965,16.290000915527344,,,13.329999923706055,,,,88.0199966430664,53.6150016784668,,,38.349998474121094,53.970001220703125,15.015000343322754
2014-03-01,Close,,,,18.030000686645508,,,,168.97000122070312,,,,,31.834999084472656,19.270000457763672,,,,,77.88999938964844,,124.12000274658203,,,25.559999465942383,28.584999084472656,13.640000343322754,4.730000019073486,,7.9679999351501465,,,79.9000015258789,13.512999534606934,16.3799991607666,,,13.300000190734863,,,,90.12000274658203,54.54499816894531,,,38.630001068115234,53.47999954223633,14.829999923706055
2014-04-01,Close,,,,17.940000534057617,,,,169.57000732421875,,,,,32.279998779296875,19.350000381469727,,,,,78.0,,125.23999786376953,,,25.649999618530273,29.704999923706055,13.005000114440918,4.445000171661377,,8.274999618530273,,,80.25,13.510000228881836,16.729999542236328,,,13.5600004196167,,,,91.58999633789062,54.880001068115234,,,39.20000076293945,52.58000183105469,14.321700096130371
2014-05-01,Close,,,,18.969999313354492,,,,173.85000610351562,,,,,33.25,19.739999771118164,,,,,79.33000183105469,,126.31999969482422,,,24.700000762939453,30.799999237060547,13.4350004196167,4.757999897003174,,8.369999885559082,,,83.9800033569336,14.027000427246094,17.549999237060547,,,13.670000076293945,,,,94.58999633789062,54.97999954223633,,,40.459999084472656,53.529998779296875,14.944999694824219
2014-06-01,Close,,,,19.420000076293945,,,,177.67999267578125,,,,,33.16999816894531,19.8700008392334,,,,,79.86000061035156,,125.52999877929688,,,26.149999618530273,31.540000915527344,13.835000038146973,5.059999942779541,,8.404999732971191,,,83.75,14.288999557495117,17.6299991607666,,,13.729999542236328,,,,94.37999725341797,54.91999816894531,,,40.290000915527344,55.36000061035156,15.59000015258789
2014-07-01,Close,,,,20.540000915527344,,,,176.49000549316406,,,19.270000457763672,,31.40999984741211,20.34000015258789,,,,,79.9000015258789,,126.18000030517578,,,25.520000457763672,31.0,13.6850004196167,4.913000106811523,,8.463000297546387,,,84.91999816894531,14.491999626159668,17.979999542236328,,,13.5,,,,99.33000183105469,53.29499816894531,,,40.63999938964844,53.369998931884766,15.805000305175781
2014-08-01,Close,,,,21.079999923706055,,,,181.83999633789062,,,20.219999313354492,,31.924999237060547,20.780000686645508,,,,,79.97000122070312,,127.58999633789062,,,25.549999237060547,30.950000762939453,14.095000267028809,5.235000133514404,,8.503999710083008,,,87.08000183105469,15.166000366210938,18.649999618530273,,,13.5600004196167,,,,102.2699966430664,53.42499923706055,,,41.97999954223633,54.880001068115234,15.645000457763672
2014-09-01,Close,,,,20.699800491333008,,,,180.58999633789062,,,19.549999237060547,,32.54999923706055,19.8799991607666,,,,,81.0,,127.77999877929688,,,24.0,30.03499984741211,14.020000457763672,5.047999858856201,,8.487000465393066,,,88.58000183105469,15.670000076293945,18.290000915527344,,,13.329999923706055,,,,96.20999908447266,51.35499954223633,,,41.880001068115234,52.279998779296875,16.469999313354492
2014-10-01,Close,,,,21.167200088500977,,,,183.3300018310547,,,19.700000762939453,,31.34000015258789,19.799999237060547,,,,,82.5,,128.33999633789062,,,23.110000610351562,30.290000915527344,17.342199325561523,4.800000190734863,,8.336000442504883,,,90.5,16.0310001373291,19.459999084472656,,,13.489999771118164,,,,101.79000091552734,51.084999084472656,,,42.099998474121094,52.970001220703125,17.145000457763672
2014-11-01,Close,,,,21.30299949645996,,,189.72000122070312,189.30999755859375,,,19.700000762939453,,32.775001525878906,19.610000610351562,,,,,82.44000244140625,,129.0399932861328,,,23.40999984741211,31.469999313354492,14.34000015258789,4.755000114440918,26.440000534057617,8.381999969482422,,,90.68000030517578,16.60099983215332,19.940000534057617,,,13.470000267028809,,,,98.61000061035156,49.86000061035156,,,42.849998474121094,53.53499984741211,17.520000457763672
2014-12-01,Close,,,,21.520700454711914,,,191.81500244140625,188.13389587402344,,,19.440000534057617,,31.809999465942383,19.06999969482422,,,,,82.86000061035156,,128.5399932861328,,,23.74625015258789,32.16999816894531,14.619999885559082,4.683000087738037,26.440000534057617,8.397000312805176,,,90.19000244140625,17.111000061035156,20.84000015258789,,,13.529999732971191,,,32.47999954223633,98.41000366210938,46.86000061035156,,,42.66999816894531,53.70000076293945,17.2450008392334
2015-01-01,Close,,,,23.61989974975586,,,201.125,183.38999938964844,,,20.780000686645508,,33.869998931884766,20.31999969482422,,,,,88.36000061035156,,129.5399932861328,,,25.229999542236328,37.04999923706055,15.640000343322754,5.163000106811523,26.209999084472656,8.89900016784668,,,97.77999877929688,17.707000732421875,23.280000686645508,,,14.029999732971191,,,34.415000915527344,105.56999969482422,44.04499816894531,,,44.869998931884766,52.3849983215332,17.295000076293945
